Main Term,Count
"Passivation",1
"Active Region Structure",1
"Flexibility",1
"Rocking Curve Half-Width",1
"Photo-current density",1
"Electron Mobility",3
"Donor Activation Energy",1
"Peak Shift",1
"Precursor",1
"Device Configurations",1
"Lattice constant 'a'",1
"Noise Equivalent Power",1
"Lattice parameter of c-axis",1
"Synthesis Method",1
"PL Peak Energy Shift",1
"Deep Trap Capture Cross Section",1
"Island Size",1
"Electron Temperature",1
"Deposition Conditions",1
"Threshold Field",1
"Deposition time",1
"Not Explicitly Described",1
"Repeatability",1
"Two-Photon Absorption Coefficient",1
"Spatial Resolution",1
"Not explicitly detailed in the provided text",1
"Imaging capability",1
"Amplitude",1
"Gate capacitance",1
"Resistivity at Room Temperature",1
"Defect level",1
"Flux",1
"Active area diameter",1
"Electron Recombination Lifetime",1
"S 2p binding energy",1
"Device dimensions",1
"Correlation length",1
"Temperature Coefficient",1
"Mechanical Stability",1
"Power",1
"Ohmic contact quality",1
"Lattice relaxation",1
"Quantum Confinement Effect",1
"Varshni Parameter",1
"PL Efficiency",1
"Majority Carrier Concentration",1
"Characterization",1
"Effective lifetime",1
"Conversion efficiency",1
"Gap States Density",1
"Acceptor binding energy",1
"Out-of-plane lattice parameter",1
"Band Emission",1
"Defect states",1
"Birefringence",1
"Effective doping efficiency",1
"Redox Potential",1
"Coupling Strength",1
"Cd composition",1
"Sidewall Angle",1
"Antibacterial Activity",1
"Blend Morphology",1
"Grain Shape",1
"Absorption Characteristics",1
"Specific heat",1
"Location of p-n junction",1
"Nanowire Diameter",1
"Integration Time",1
"Surface Density",1
"Operating Current",1
"pH",1
"Spectral response peak",1
"Absorption and Emission Spectra",1
"Modulation Depth",1
"Cavity Structure",1
"Layer Sequence",1
"Interdiffusion",1
"Magnetic ordering",1
"Chemical Stability",1
"Bond Presence",1
"Device Area",1
"Spin-orbit Splitting",1
"Activation energy for thermal quenching",1
"Third-Order Nonlinear Susceptibility",1
"Nanorod diameter",1
"Purcell Factor",1
"Specific Spectral Sensitivity",1
"I-V Characteristics",1
"Electrical Resistivity",1
"Growth process",1
"Chemical Shift",1
"Activity",1
"Not Detailed",1
"Fracture Toughness",1
"Near Band Edge PL Intensity",1
"S/ ratio",1
"Reduction potential onset",1
"Biaxial stress",1
"Spin state",1
"C 1s XPS Peak Position",1
"Phase stability",1
"O concentration",1
"Charge Mobility",1
"Core Radius",1
"Temperature Dependence of Mobility",1
"Zn–O Bond Length",1
"Field-Effect Hole Mobility",1
"Zn/O Ratio",1
"Output voltage",1
"Photovoltaic properties",1
"Average Radius",1
"Rsh",1
"N content",1
"Light scattering",1
"Electrocatalytic activity",1
"RF power",1
"System-wide structural/morphological measurements",1
"Specific resistance",1
"Total Refractive Index Changes",1
"Band-Gap Type",1
"Surface oxide composition",1
"Interface Width",1
"Dynamic Resistance",1
"Surface resistivity",1
"Differential gain",1
"Zeeman Splitting",1
"Isolation",1
"AFM",1
"Relative etching rate ratio",1
"Crystal Growth Technique",1
"Gas Sensing Response",1
"Frontier molecular orbitals",1
"Lattice distortion",1
"Noise Current",1
"Molecular Packing",1
"Peak current density",1
"Polydispersity",1
"Exchange current density",1
"Chemical Capacitance",1
"Valence Band Maximum position relative to Fermi level",1
"Spin-relaxation time",1
"Dot Density",1
"Photocurrent-onset Potential",1
"Rectification",1
"Phase Formation",1
"Curvature",1
"Total Density of States",2
"Peak Reflectance",1
"Operation mode",1
"Fine-Structure Splitting",1
"Localization energy",1
"Cross-sectional Shape",1
"Exciton dissociation probability",2
"Formation method",1
"Dark saturation current",1
"Far-field Beam Divergence",1
"Wafer curvature",1
"Spacer layer thickness",1
"ac conductivity",1
"Junction Capacitance",1
"Surface chemical states",1
"Transmission Coefficient",1
"Not Explicitly Reported",1
"Efficiency of Energy Transfer",1
"Temporal response",1
"Lateral dimensions",1
"Photoconductivity-to-dark-conductivity ratio",1
"Infrared spectrum",1
"Valence Band Edge",1
"Brightness",1
"Absorption Enhancement",1
"Excitation Intensity Dependence of PL Intensity",1
"Peak external quantum efficiency",1
"Hybridization",1
"Gap states",1
"Fluorescence emission maximum",1
"Interface Charge Density",1
"Charge-carrier lifetime",1
"Collection Efficiency Improvement",1
"CIE Coordinate",1
"Loss",1
"Short-Circuit Current",2
"OFF-state breakdown voltage",1
"Capacitance–Voltage",1
"Photodegradation efficiency",1
"ID/IG Ratio",1
"Reflection Spectrum",1
"Nonlinear Absorption Coefficient",1
"Potential Profile",1
"Surface wettability",1
"GaN Surface Morphology",1
"RHEED Intensity Oscillation Behavior",1
"Degradation rate",2
"Surface flatness",1
"Layer width",1
"g-factor",1
"ID/IG ratio",1
"Acceptor Ionization Energy",1
"Space-charge region width",1
"Crystallization",1
"Zn concentration",1
"Data rate",1
"Barrier composition",1
"Ge Content",1
"Unity Current-gain Cutoff Frequency",1
"Recombination current",1
"PL emission lines",1
"Gain-bandwidth Product",1
"Radiative Decay Rates",1
"Tolerance Factor",2
"Parallel Resistance",2
"Gap",1
"Photocapacitance",1
"Film crystallinity",1
"Ge concentration",1
"Sulfur Concentration",1
"Ambipolar diffusion length",1
"Optimized Structure",1
"Charging Energy",1
"Catalytic Activity",1
"Integrated PL emission intensity",1
"Cathodoluminescence Spectrum",1
"Electron Transfer Rate",1
"Native oxides presence",1
"N-1s Binding Energy",1
"Crystallographic Relationships",1
"Concentration Ratio",1
"Presence / Formation",1
"R0A product",1
"Rejection ratio",1
"Dislocations at Interface",1
"Mirror Reflectivity",1
"Ridge waveguide width",1
"Gap Filling Capability",1
"EQE spectrum",1
"FRET Efficiency",1
"Wafer Bow",1
"Interatomic Distance",1
"Return loss",1
"Temperature dependence of conductivity",1
"Spectral photoresponsivity",1
"ID-VDS Characteristics",1
"Conduction Band Structure",1
"Residual Doping Level",1
"Composition and Thickness",1
"Ionic Conduction",1
"Penetration depth",1
"Surface modification",1
"Weight Percent",1
"Bulk Resistivity",1
"Gap distance",1
"Oxidation Resistance",2
"c-axis Orientation",1
"Spontaneous Emission Rate",1
"Single Oscillator Energy",1
"Bandgap Wavelength",1
"PL Average Lifetime",1
"Cross-Section",1
"Phase Presence",1
"AlN Layer Thickness",1
"Temperature Dependence of Photoconductivity",1
"SiO2 Layer Thickness",1
"Carrier Relaxation Time",1
"Drain to gate breakdown voltage",1
"Sn/S Ratio",1
"Dark J–V characteristics",1
"Superconducting transition temperature",1
"Valence Band Maximum position",1
"R0A",1
"Switching time",1
"Spontaneous Emission Peak Energy",1
"Plasmon Energy",1
"Hall Resistance",1
"Surface preparation",1
"Dopant Density",1
"Surface charge",1
"CL Spectrum",1
"Electron injection efficiency",1
"Faradaic Efficiency",1
"Correlated color temperature",1
"Surface Condition",1
"O 1s Peak",1
"Electron Concentration",1
"Beam divergence",1
"Surface Orientation",1
"Aggregation",1
"Transient response",1
"Enhancement Factor",1
"Optical Dielectric Constant",1
"Device efficiency",1
"EPR Signal",1
"Crystallographic Quality",1
"Electrode configuration",1
"Interaction",1
"Energy band structure",1
"Standard Deviation",1
"Contribution to valence band",1
"Near Field Pattern",1
"Transition wavelength",1
"Interface recombination",1
"dc Conductivity",1
"Contrast ratio",1
"Mobility Gap",1
"Rectifying behavior",1
"Relative Density",1
"Temperature Distribution",1
"Morphology of nanowires",1
"Steady-state Photocurrent",1
"Defects at Interface",1
"Al/N Ratio",1
"Threaded Dislocation Density",1
"Measurement temperature",1
"Charge Transfer Efficiency",1
"Photoelectric Response",1
"Complex Permittivity",1
"Photoconductance",1
"Positron lifetime",1
"Diffusion Barrier",1
"Film quality",1
"Island Height",1
"Vapor Pressure",1
"Raman-active phonon mode",1
"Diffuse reflectance",1
"Schematic of device",1
"Energy Shift",1
"Base width",1
"Formation mechanism",1
"H Concentration",1
"Dephasing time",1
"Hydrophobicity",1
"Crack formation",1
"Surface Features",1
"Binding Energy Shift",1
"Lattice d-spacing",1
"Dipole matrix element",1
"Photo Conductivity",1
"Rise Time Constant",1
"Emission color",1
"Exciton dissociation efficiency",1
"Output Conductance",1
"Epitaxial Structure",1
"Loading Amount",1
"Cell Viability",1
"Not Explicitly Stated",1
"Carbon Impurity",1
"Noise Current Spectral Density",1
"Diode quality factor",1
"Conduction band offset",1
"Molecular Orientation",1
"Refractive Index Contrast",1
"Pre-exponential Factor",1
"Thermodynamic Stability",1
"Presence of yellow band emission",1
"Si–C Stretching Mode",1
"Impact ionization coefficient",1
"Donor binding energy",1
"Trap-assisted recombination",1
"Debye temperature",1
"Interfacial structure",1
"Sn Composition",1
"Diameter Distribution",1
"Sheet concentration",1
"Diffusivity",1
"Output Characteristics",1
"Photoresponse Time",2
"Coordination",1
"Role in structure",1
"Zn/Sn ratio",1
"PL emission spectrum",1
"Presence of oxygen",1
"Power gain",1
"Core composition",1
"Junction area",1
"η",1
"Average width",1
"Waveguide Thickness",1
"Photocatalytic degradation of RhB",1
"Dielectric Properties",1
"Diffuse Transmittance",1
"Inhomogeneous broadening",1
"Vibration Frequency",1
"Parameter",1
"Angle",1
"ZnO Nanorod Morphology",1
"Luminescence Energy",1
"Structural Phase",1
"Magnetic anisotropy",1
"Sticking Coefficient",1
"Surface ligands",1
"Knee voltage",1
"Effective Interface Recombination Velocity",1
"Thermal properties",1
"Field of view",1
"Turn-on Electric Field",1
"Domain Structure",1
"Separation",1
"Photoluminescence linewidth",1
"Interface Defect Density",1
"TRPL Fast Decay Time",1
"Electron Injection",1
"Mean Free Path",1
"Average output power",1
"Biexciton binding energy",1
"Crystallinity and Overall Orientation",1
"Raman FWHM",2
"FTIR",1
"Quantum Dot Formation",1
"X-ray Diffraction Full Width at Half Maximum",1
"Interference Fringes",1
"Donor Ionization Energy",1
"ISB Absorption Wavelength",1
"Photoluminescence emission band",1
"Pulsed Threshold Current Density",1
"Free-Carrier Absorption",1
"Phase Shifts",1
"Tetragonal Distortion",1
"Piezoelectric Polarization Field",1
"Defect distribution",1
"Maximum Power Point Voltage",1
"Concentration in Solution",1
"Avalanche gain",1
"Photoluminescence Quantum Yield",1
"Trap depth",1
"Array Format",1
"Emission maxima",1
"Hall concentration",1
"Number Density",1
"Wettability",2
"Low-temperature PL spectrum",1
"Crystal Structure/Phase Purity",1
"MQW Structure",1
"UV-Visible Absorption Peak",1
"Energy Gap between HOMO and LUMO",1
"Nucleation",1
"Deep level trap density",1
"Height Distribution",1
"Optical Spectrum",1
"PL Quenching Efficiency",1
"Material Quality",1
"Energy Band Alignment",1
"CW Threshold Current",1
"Subband Energy",1
"Reorganization Energy of Hole",1
"Temperature Range",1
"Photonic bandgap",1
"Degradation temperature",1
"Maximum Current",2
"Threshold current density",1
"Degree of Relaxation",1
"Carbon Contamination",1
"Deep-level Trap Concentration",1
"Trench Width",1
"Atomic Force Microscopy",1
"Carrier Dynamics",1
"Confinement energy",1
"Number of monolayers",1
"Photoconductivity Activation Energy",1
"Remnant polarization",1
"Film composition",2
"Metric 1",1
"Carrier Concentration at Room Temperature",1
"Zero Phonon Line Energy",1
"Polarization Ratio",2
"UV Sensitivity",1
"Layer Thicknesses and Interface",1
"Bonding Configuration",1
"Resonator Length",1
"Stoichiometric Ratios",1
"Air Stability",1
"Effective thickness",1
"FWHM of peak",2
"Positron Diffusion Length",1
"Number of Barriers",1
"Surface texture",1
"Blend Film Absorption",1
"Photoionization cross section",1
"Composition / Stoichiometry",1
"Electric field intensity",1
"Drain-Source Current",1
"Structural defects",1
"Nucleation density",1
"Growth selectivity",1
"PL Emission Feature",1
"Grating depth",1
"Twist angle",1
"SERS Enhancement Factor",1
"Film Density",1
"Ionic Radius",1
"Ohmic contact resistance",1
"Frequency Shift",1
"Photonic Band structure",1
"Electrical mobility",2
"Bader Charge",1
"Forward Current",1
"Associated Gain",1
"Defect-Related Luminescence",1
"Polarization of Emission",1
"Quantum Well Structure",1
"Source-Drain Spacing",1
"Unit cell dimension",1
"Electrode Geometry",1
"Parasitic Capacitance",1
"Local vibrational mode frequency",1
"Phosphorus concentration",1
"Stress in Film",1
"DLTS Spectrum",1
"Interface Dipole",1
"Thickness of coating",1
"Electrical efficiency",1
"DSSC Efficiency",1
"Effective Bohr radius",1
"Drift velocity evolution",1
"Dark current activation energy",1
"Visible Transmittance",1
"Mode Volume",1
"Peak Power",2
"Inter-planar distance",1
"N Composition",1
"Photocurrent Enhancement",1
"Growth",1
"Mean Size",1
"Electron-Phonon Coupling Strength",1
"Ga–Ga bond length",1
"Far-field Angle",1
"Richardson Constant",1
"Lasing Modes",1
"Maximum voltage",1
"Composition range",1
"Current Collapse",1
"Thickness variation",1
"Electrical behavior",1
"Lamellar spacing",1
"Zn content",1
"Weight",1
"Correlations",1
"Blue Luminescence Peak Energy",1
"Full Width at Half Maximum of PL spectrum",1
"Integrated PL Intensity vs Temperature",1
"Laser threshold current",1
"Coulomb interaction",1
"Texture Coefficient",1
"Field Emission Turn-on Field",1
"Absorption threshold",1
"Reflection loss",1
"Free electron density",1
"Duty cycle",1
"Pattern",1
"Valence band offset",1
"Growth regime",1
"Current Responsivity",1
"Photo-response",1
"Characteristic impedance",1
"Cd content",1
"Presence/Concentration",1
"Format",1
"Degradation",1
"Barrier Potential",1
"Deformation potential",1
"Relaxation Oscillations Frequency",1
"Sidewall Morphology",1
"Presence of ZnO",1
"Negative Differential Resistance",2
"Confinement Factor",1
"Mulliken Charge",1
"Surface temperature",1
"Energy Loss Function",1
"Detection capability",1
"Specificity",1
"THz emission amplitude",1
"Temperature Dependence of 'Dark' Current",1
"Composition on surface",1
"Detection Efficiency",1
"Presence of other peaks",1
"Hole Lifetime",2
"Oscillation Frequency",1
"Reciprocal Space Map",2
"Coupling",1
"Retention",1
"InGaN Well Thickness",1
"2DEG Sheet Density",1
"Minimum Noise Figure",1
"Relative Energy",1
"Number of Atoms",1
"Filling Fraction",1
"Majority carrier mobility",1
"Interface states",1
"Active Layer Doping",1
"Oxygen Impurity Concentration",1
"Magnetization vs Temperature",1
"Number Of Electrons",1
"Photon detection efficiency",1
"Presence of Carbon",1
"Vickers Hardness",1
"Maximum Available Gain",1
"Sn concentration",1
"Source Resistance",1
"Crystal polarity",1
"Switching Voltage",1
"Average transmission",1
"Gas Response",1
"Residual carrier concentration",1
"AFM Morphology",1
"Attenuation",1
"Tafel slope",1
"Lateral coherence length",1
"Si–H bonds",1
"NBE Emission",1
"Near-field Intensity Distribution",1
"Si–H Bond Density",1
"Nanocrystallite size",1
"Arsenic Concentration",1
"Facet angle",1
"1H NMR spectrum",1
"Electronic States",1
"Electric Field Enhancement",1
"Width of QW",1
"Indium fraction",1
"Phonon spectrum",1
"Absorption length",1
"Void Formation",1
"Nominal composition",1
"Input return loss",1
"Internal Efficiency",1
"Average Lifetime",1
"Structural integrity",1
"Time response",2
"Size range",1
"GaAs Layer Thicknesses",1
"Far-field emission pattern",1
"Grating Structure",1
"Second Harmonic Generation",1
"PL intensity enhancement",1
"Peak voltage",1
"Power law exponent",1
"Epitaxial orientation relationship",1
"Semiconducting behavior",1
"Coordination environment",1
"Side Length",1
"Biocompatibility",1
"Photocurrent onset wavelength",1
"Cladding Materials",1
"Photodetector Response",1
"Wavelength Shift",1
"Interface bonding",1
"Air-hole Radius",1
"Gate voltage",1
"Scattering",1
"Detection",1
"Photocarrier Lifetime",1
"Maximum Absorption",1
"Ge composition",1
"Rocking curve width",1
"Current-Voltage",1
"Free Exciton Emission Energy",1
"Si—C bond length",1
"Electro-optic Coefficient",1
"Nanowire Density",1
"C–V Curve Shape",1
"Surface-to-volume ratio",1
"Photo-conversion efficiency",1
"Interface layer",1
"Growth rate uniformity",1
"Maximum EQE",1
"Rate of H2 evolution",1
"Conduction Band Minimum location",1
"Annealing Atmosphere",1
"Hydrogen production rate",1
"Mosaicity",1
"Surface Morphology during Growth",1
"Te 3d Binding Energy",1
"Burgers Vector",1
"Optical thickness",1
"Absorption Line",1
"PL Emission Energy Shift",1
"Intersubband Transition Energy",1
"Peak Current",1
"Beam quality",1
"Urbach Tail Energy",1
"Structural/Morphological Characterization",1
"Electron diffusion coefficient",1
"Optical Response",1
"Geometric parameters",1
"FT-IR Spectrum",1
"Conformality",1
"Thermal Efficiency",1
"Recombination centers",1
"Surface Plasmon Resonance Peak",1
"P-type conductivity",1
"Photovoltaic power conversion efficiency",1
